ID,F37,F41,F2,F17,F22,F32,F47,F1,F3,F5,F9,F10,F11,F12,F13,F15,F18,F21,F23,F25,F30,F33,F36,F43,F50
247892,1,2,0,9,119,0,0,19,35,0,999,10,1,1,1,1,1,0,2,2,3,0,2,2,0
247893,3,1,0,9,995,0,0,12,4,0,999,0,3,7,2,1,0,999998,0,6,2,0,1,1,0
247894,1,2,0,9,995,0,0,15,200,2,999,2,3,4,2,1,1,0,1,6,3,0,2,1,0
247895,1,1,0,9,995,0,0,2,4,0,999,0,3,5,1,1,0,999998,0,6,9,0,1,1,0
247896,1,1,0,9,995,0,0,8,4,0,999,1,3,9,1,1,1,0,0,6,2,0,1,2,0
247897,3,2,0,9,1,0,0,63,4,0,346,0,1,2,2,1,0,1100,2,1,9,1,1,1,52
247898,1,1,0,9,104,0,0,48,27,0,999,4,1,1,1,1,0,2326,2,4,2,0,2,2,52
247899,4,1,0,9,995,0,0,0,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,2,0
247900,1,1,0,9,1,0,0,59,21,0,999,6,1,1,2,1,0,999998,2,6,2,0,2,1,19
247901,3,1,0,9,1,0,0,57,4,0,999,2,1,2,2,1,0,200,2,1,1,0,1,1,26
247902,2,1,0,9,11,0,0,25,4,0,25,2,2,7,1,1,1,0,2,6,1,0,1,2,0
247903,1,2,0,9,995,0,0,31,4,0,999,6,3,5,1,1,0,0,1,1,2,0,2,1,0
247904,1,2,0,9,995,0,0,9,40,0,999,1,3,8,1,1,0,999998,0,6,3,0,1,1,0
247905,1,1,0,9,1,0,0,49,48,0,8,2,2,1,1,1,0,0,2,6,2,0,1,1,0
247906,2,2,0,9,118,0,0,27,5,0,12,2,2,4,1,1,0,1620,2,6,3,0,2,1,8
247907,1,1,0,9,95,0,0,34,26,0,999,6,1,4,1,1,0,0,2,1,3,0,2,2,52
247908,4,1,0,9,91,0,0,35,531,2,999,2,1,1,1,1,0,600,2,6,4,0,1,2,52
247909,1,1,0,9,995,0,0,8,4,0,999,1,3,8,1,1,1,999998,0,6,1,0,1,1,0
247910,1,2,0,9,995,0,0,25,4,0,999,3,3,6,1,1,0,0,1,1,9,0,2,1,0
247911,1,1,0,9,106,0,0,30,200,3,999,2,1,3,1,1,1,1600,2,1,1,0,1,1,52
247912,1,1,0,9,90,0,0,30,1,0,999,6,1,4,1,1,0,100,2,1,3,0,2,2,24
247913,1,2,0,9,995,0,0,6,4,0,999,0,3,2,1,1,0,999998,0,6,1,0,1,1,0
247914,1,2,0,9,995,0,0,18,28,0,999,6,3,6,1,1,0,1450,1,6,2,0,1,1,26
247915,1,1,0,9,62,0,0,28,48,0,999,4,1,3,1,1,0,936,2,1,1,0,1,1,52
247916,1,1,0,4,995,0,0,7,4,0,999,0,3,4,1,1,0,999998,0,6,1,0,1,1,0
247917,1,2,0,9,995,0,0,11,4,0,999,2,3,4,1,1,0,999998,0,6,2,0,1,1,0
247918,1,1,0,9,11,0,0,35,4,0,999,2,1,6,1,1,1,1800,2,1,1,0,1,2,52
247919,1,2,0,9,995,0,0,15,4,0,999,1,3,7,1,1,1,0,1,6,2,0,1,2,0
247920,3,2,0,9,995,0,0,5,4,0,999,0,3,11,2,1,0,999998,0,6,9,0,1,1,0
247921,1,2,0,9,995,0,0,48,48,0,999,2,3,8,1,1,0,0,1,1,3,0,1,1,0
247922,1,2,0,9,125,0,0,23,4,0,999,10,1,5,1,1,1,200,2,6,2,0,1,1,20
247923,1,2,0,9,995,0,0,16,48,0,999,3,3,9,1,1,1,0,1,6,9,0,2,1,0
247924,1,1,0,9,1,0,0,43,4,0,999,2,1,6,2,1,0,80,2,1,1,0,1,1,52
247925,1,1,0,9,104,0,0,76,48,0,999,2,1,3,1,1,0,0,2,1,2,0,1,1,52
247926,1,2,0,9,119,0,0,33,6,0,999,3,1,4,1,1,0,920,2,1,2,0,1,2,40
247927,1,1,0,9,124,0,0,38,18,0,999,10,1,2,1,1,0,0,2,1,2,0,1,1,52
247928,3,2,0,9,1,0,0,49,4,0,999,1,1,8,2,1,0,100,2,5,2,0,1,1,52
247929,1,1,0,8,995,0,0,10,19,0,999,2,3,3,1,1,0,999998,0,6,9,0,2,2,0
247930,1,2,0,9,121,0,0,32,29,0,999,2,1,1,1,1,0,0,2,2,2,0,1,2,52
247931,1,2,0,9,998,0,0,23,19,0,999,6,2,6,1,1,0,0,2,6,3,0,1,1,4
247932,1,1,0,9,64,0,0,21,4,0,999,3,3,13,1,1,0,100,1,2,9,0,2,1,0
247933,1,2,0,9,118,0,0,24,4,0,999,8,1,4,1,1,0,400,2,6,1,0,1,2,30
247934,1,2,0,9,995,0,0,2,4,0,999,0,3,5,2,1,0,999998,0,6,9,0,2,1,0
247935,1,1,0,9,79,0,0,30,4,0,4,3,2,4,1,1,0,0,2,5,2,0,2,2,0
247936,3,2,0,9,995,0,0,20,4,0,999,2,3,1,1,6,0,0,1,6,1,0,0,1,0
247937,1,1,0,9,1,0,0,77,17,0,999,2,1,2,2,1,0,540,2,1,1,0,1,1,52
247938,1,1,0,9,104,0,0,25,4,0,999,2,1,10,1,1,1,121,2,1,2,0,2,2,12
247939,1,1,0,9,1,0,0,18,4,0,999,1,1,7,2,1,0,240,2,6,2,0,2,1,16
247940,1,2,0,9,995,12,0,63,200,2,999,99,3,2,1,1,1,999998,1,2,9,5,2,2,0
247941,1,1,0,9,995,0,0,6,6,0,999,1,3,6,1,1,0,999998,0,6,3,0,2,1,0
247942,1,1,0,9,995,0,0,11,4,0,999,2,3,4,1,1,0,999998,0,6,2,0,1,1,0
247943,1,2,0,9,995,0,0,8,4,0,999,1,3,5,1,1,1,999998,0,6,1,0,1,1,0
247944,3,2,0,9,995,0,0,13,4,0,999,2,3,5,1,1,1,999998,0,6,1,0,1,1,0
247945,3,1,0,9,995,0,0,12,4,0,999,0,3,8,2,1,0,999998,0,6,2,0,1,1,0
247946,1,2,0,9,995,0,0,22,4,0,999,1,3,8,1,1,1,0,1,1,2,0,2,1,0
247947,1,1,0,9,995,0,0,18,23,0,999,5,3,9,1,1,0,0,1,6,1,0,1,2,0
247948,1,1,0,9,995,0,0,43,200,3,999,0,3,1,1,1,1,0,1,6,2,0,2,1,0
247949,1,2,0,9,995,0,0,26,40,0,999,2,3,3,1,1,0,0,1,1,9,0,2,1,0
247950,1,2,0,9,995,0,0,10,4,0,999,1,3,7,1,1,0,999998,0,6,1,0,1,2,0
247951,1,2,0,9,998,0,0,24,35,0,999,6,3,3,1,1,0,999998,1,2,3,0,1,1,0
247952,1,2,0,9,995,0,0,1,5,0,999,0,3,5,2,1,0,999998,0,6,9,0,2,1,0
247953,1,1,0,9,124,0,0,49,31,0,999,10,1,5,1,1,0,540,2,1,1,0,2,1,52
247954,1,1,0,9,1,0,0,27,38,0,999,2,1,5,1,1,0,1733,2,1,2,0,1,2,50
247955,1,1,0,9,125,0,0,35,31,0,999,8,1,3,1,1,0,0,2,1,1,0,2,2,30
247956,1,1,0,9,49,0,0,27,40,0,999,6,1,1,1,1,0,187,2,6,2,0,2,1,52
247957,1,1,0,9,79,0,0,37,4,0,999,2,1,5,1,1,0,1800,2,1,3,0,2,1,49
247958,1,2,0,9,995,0,0,13,4,0,999,5,3,3,1,1,0,0,0,6,2,0,2,2,0
247959,3,1,0,9,1,0,0,24,4,0,999,2,1,7,2,1,0,1020,2,1,2,0,1,1,52
247960,1,2,0,9,102,0,0,19,20,0,999,5,3,6,2,1,0,500,1,1,2,0,2,1,30
247961,3,2,0,9,995,0,0,62,1,0,999,0,3,1,2,1,0,0,1,5,1,0,1,1,0
247962,1,1,0,9,42,0,0,40,4,0,999,3,1,6,1,1,1,1705,2,1,1,0,1,2,22
247963,1,2,0,9,995,0,0,9,40,0,999,1,3,5,2,1,0,999998,0,6,2,0,2,1,0
247964,1,2,0,9,995,0,0,17,48,0,999,3,3,4,1,1,0,0,1,6,2,0,2,1,0
247965,2,2,17,9,995,0,0,29,29,0,999,3,3,3,1,1,0,0,1,1,3,1,2,1,0
247966,1,2,0,9,995,0,0,5,4,0,999,0,3,6,1,1,0,999998,0,6,2,0,2,1,0
247967,3,2,0,9,995,0,0,0,4,0,999,0,3,6,1,1,0,999998,0,6,9,0,1,1,0
247968,1,2,19,9,995,0,0,36,30,0,999,10,3,4,2,1,0,0,1,1,9,1,2,1,0
247969,1,1,0,9,11,0,0,26,4,0,999,2,1,3,1,1,1,286,2,1,2,0,1,2,12
247970,1,1,0,9,995,0,0,12,48,0,999,2,3,6,2,1,0,999998,0,6,3,0,2,1,0
247971,1,1,0,9,995,0,0,18,4,0,999,4,3,4,1,1,0,0,1,6,2,0,1,1,0
247972,1,1,0,9,124,0,0,18,5,0,999,5,1,3,1,1,0,0,2,1,3,0,1,1,0
247973,1,2,0,9,995,0,0,16,4,0,999,2,2,10,1,1,1,0,2,6,2,0,1,1,4
247974,1,2,0,9,93,0,0,31,29,0,999,6,1,2,1,1,0,420,2,1,9,0,2,2,12
247975,1,1,0,9,995,0,0,52,452,3,999,1,3,1,1,1,0,0,1,5,2,0,2,2,0
247976,1,1,0,9,995,0,0,77,19,0,999,2,3,1,1,1,0,0,1,5,1,0,2,1,0
247977,1,1,0,9,995,0,0,3,35,0,999,0,3,4,1,1,0,999998,0,6,1,0,2,1,0
247978,1,1,0,9,1,0,0,37,40,0,999,2,1,9,2,1,0,200,2,1,3,0,2,1,26
247979,1,2,0,4,118,0,0,62,48,0,999,2,3,2,1,1,0,526,1,1,1,0,1,1,24
247980,1,1,0,9,5,0,0,24,4,0,999,3,1,4,1,1,0,600,2,1,2,0,2,1,52
247981,1,1,0,9,995,0,0,0,4,0,999,0,3,9,1,1,1,999998,0,6,9,0,1,1,0
247982,1,1,0,9,995,0,0,50,48,0,999,2,3,9,1,1,0,0,1,1,2,0,2,1,0
247983,1,2,0,3,995,0,0,39,8,0,999,99,3,1,1,3,0,999998,1,2,2,0,0,1,0
247984,1,2,0,9,995,0,0,0,35,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,1,0
247985,1,2,0,9,125,0,0,41,55,0,999,2,1,4,1,1,0,1200,2,1,1,0,2,2,52
247986,3,2,0,9,995,0,0,45,4,0,999,2,3,10,2,1,0,0,1,5,2,0,1,1,0
247987,1,1,0,9,995,0,0,12,4,0,999,2,3,7,1,1,0,5,0,6,2,0,1,1,0
247988,1,2,0,9,995,0,0,17,48,0,999,3,3,6,1,1,0,0,1,6,9,1,2,1,20
247989,1,2,0,9,995,0,0,57,48,0,999,1,3,4,1,1,0,0,1,5,2,0,1,1,0
247990,1,2,0,9,119,0,0,37,48,0,999,2,1,4,1,1,0,90,2,1,3,0,2,2,15
247991,1,2,0,9,124,0,0,29,17,0,999,9,1,1,1,1,0,1200,2,6,1,0,2,2,38
247992,1,1,0,9,5,0,0,22,4,0,999,2,1,7,1,1,1,0,2,6,1,0,1,1,52
247993,1,2,0,9,995,0,0,71,49,0,999,2,3,7,1,1,0,0,1,5,2,0,2,2,0
247994,1,2,0,9,995,0,0,31,6,0,999,3,3,4,1,1,0,0,1,1,3,0,2,1,0
247995,1,2,0,9,995,0,0,29,5,0,999,2,3,9,2,1,0,0,1,6,1,0,1,1,0
247996,1,2,0,9,995,0,0,47,5,0,999,2,3,6,2,1,0,0,1,1,9,0,2,1,0
247997,1,2,0,9,995,0,0,63,49,0,999,3,3,2,2,1,0,0,1,1,1,0,1,1,0
247998,1,2,0,9,131,0,0,19,51,0,999,6,1,5,1,1,0,0,2,6,3,0,1,2,10
247999,1,1,0,9,5,0,0,24,200,3,999,1,1,7,1,1,1,468,2,6,2,0,1,1,26
248000,1,1,0,9,998,0,0,25,4,0,3,6,2,4,1,1,0,650,2,6,1,0,1,2,52
248001,3,1,0,9,11,0,0,47,4,0,12,0,2,1,1,1,1,100,2,2,2,0,2,1,13
248002,1,2,0,0,995,0,0,75,19,0,999,2,3,2,1,1,0,0,1,5,2,0,1,1,0
248003,1,1,0,9,995,0,0,10,4,0,999,1,3,3,1,1,1,999998,0,6,2,0,2,2,0
248004,1,1,0,9,75,0,9,26,210,3,999,2,1,11,1,1,1,1372,2,6,1,1,1,1,50
248005,1,2,0,9,995,0,0,35,29,0,999,6,3,3,1,1,0,0,1,1,2,0,2,2,0
248006,1,1,0,9,101,0,0,34,40,0,999,4,1,4,1,1,0,720,2,1,3,0,2,1,25
248007,1,2,0,9,995,0,0,41,8,0,999,2,3,4,2,1,0,0,1,1,3,0,2,1,0
248008,1,2,0,9,995,0,0,17,4,0,999,3,3,6,1,1,1,0,1,6,1,0,1,2,0
248009,3,1,0,9,1,0,0,18,4,0,24,2,2,11,2,1,0,0,2,6,2,0,1,1,0
248010,1,2,21,9,995,0,0,35,4,0,999,1,3,4,1,1,1,0,1,6,1,1,1,1,0
248011,1,2,0,9,118,0,0,54,411,2,999,6,1,1,1,1,0,200,2,5,2,0,1,1,24
248012,1,1,0,9,995,0,0,64,17,0,999,3,3,1,1,1,0,0,1,6,3,0,2,1,0
248013,1,2,0,9,131,0,0,63,26,0,999,7,1,2,1,1,0,0,2,1,2,0,1,1,0
248014,1,2,0,9,995,0,0,8,4,0,999,1,3,5,2,1,0,999998,0,6,1,0,2,1,0
248015,1,2,0,9,995,0,0,6,40,0,999,1,3,5,2,1,0,999998,0,6,3,0,2,1,0
248016,1,2,0,9,118,0,0,66,31,0,999,8,3,1,1,1,0,200,1,5,2,0,2,2,32
248017,1,1,0,9,995,0,0,5,4,0,999,0,3,4,1,1,0,999998,0,6,2,0,2,1,0
248018,1,1,0,9,11,0,9,31,4,0,26,1,2,4,2,1,1,1200,2,1,1,2,1,1,40
248019,1,2,0,9,995,0,0,42,48,0,999,1,3,1,2,1,0,0,1,2,2,0,2,1,0
248020,1,2,0,9,995,0,0,8,4,0,999,1,3,6,2,1,0,999998,0,6,2,0,2,1,0
248021,1,2,0,9,995,0,0,58,48,0,999,8,3,2,1,1,0,0,1,1,2,0,1,2,0
248022,1,2,0,9,995,0,0,32,4,0,999,1,3,8,2,1,0,0,1,1,2,0,1,1,0
248023,1,2,0,9,995,0,0,4,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,1,0
248024,1,2,0,9,995,0,0,26,20,0,999,6,3,3,1,1,0,0,1,1,3,0,2,2,0
248025,1,2,0,9,995,0,0,11,4,0,999,1,3,10,1,1,1,999998,0,6,3,0,1,1,0
248026,2,1,0,6,129,0,0,40,200,3,999,2,1,2,1,1,1,1200,2,1,2,0,2,1,52
248027,1,1,0,9,995,0,0,14,40,0,999,2,3,6,2,1,0,0,1,6,3,0,1,1,0
248028,1,2,0,9,995,0,0,6,4,0,999,0,3,6,1,1,0,0,0,6,2,0,2,1,0
248029,1,1,0,9,995,0,0,1,4,0,999,0,3,9,1,1,0,999998,0,6,9,0,2,2,0
248030,1,2,0,9,995,0,0,26,35,0,999,2,3,3,1,1,1,0,1,1,9,0,2,2,0
248031,1,2,0,9,995,0,0,61,4,0,999,0,3,9,1,1,0,0,1,1,1,0,2,1,0
248032,1,2,0,9,995,0,0,2,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,1,0
248033,1,2,0,9,995,0,0,0,4,0,999,0,3,6,1,1,0,999998,0,6,9,0,2,1,0
248034,1,1,0,9,995,0,0,1,4,0,999,0,3,6,2,1,0,999998,0,6,9,0,2,1,0
248035,1,1,0,9,75,0,0,20,4,0,999,6,1,5,1,1,0,0,2,6,2,0,1,1,3
248036,1,1,0,9,1,0,0,18,4,0,12,2,2,7,2,1,0,0,2,6,1,0,1,1,0
248037,1,2,0,9,995,0,0,6,4,0,999,1,3,9,1,1,1,999998,0,6,2,0,1,1,0
248038,1,1,0,9,995,0,0,12,4,0,999,2,3,4,1,1,0,999998,0,6,2,0,1,1,0
248039,1,2,0,9,124,0,0,40,4,0,999,5,1,8,1,1,0,700,2,1,2,4,2,2,52
248040,1,1,0,9,995,0,0,7,4,0,999,1,3,7,1,1,0,999998,0,6,2,0,1,1,0
248041,1,2,0,9,995,0,0,6,6,0,999,1,3,4,1,1,0,999998,0,6,3,0,2,1,0
248042,1,2,0,9,121,0,0,56,21,0,999,2,1,2,1,1,0,312,2,1,2,0,2,2,52
248043,1,1,0,9,11,0,0,50,29,0,260,2,1,1,2,1,0,187,2,2,2,0,1,1,35
248044,3,2,0,9,995,0,0,12,4,0,999,2,3,5,2,1,0,999998,0,6,1,0,1,1,0
248045,2,1,0,9,11,0,0,58,4,0,113,1,1,4,1,1,0,0,2,1,2,0,2,1,0
248046,1,1,0,9,91,0,0,22,47,0,999,2,1,3,1,1,0,0,2,1,3,0,2,2,8
248047,1,1,0,9,100,0,0,36,541,2,999,2,1,5,1,1,0,0,2,1,2,0,1,1,52
248048,1,1,0,9,1,0,0,20,4,0,999,4,1,4,1,1,0,180,2,6,1,0,1,1,26
248049,1,2,0,9,995,0,0,33,4,0,999,2,3,4,1,1,1,0,1,1,2,0,1,1,0
248050,1,2,0,9,93,0,0,28,46,0,999,0,1,3,1,1,0,480,2,6,9,0,2,2,32
248051,1,2,0,9,995,0,0,6,4,0,999,1,3,5,1,1,0,999998,0,6,2,0,2,1,0
248052,1,1,0,9,995,0,0,72,29,0,999,2,3,3,1,1,0,0,1,1,1,0,1,1,0
248053,3,1,0,9,1,0,0,25,4,0,999,2,1,8,2,1,0,550,2,1,2,0,1,1,30
248054,1,1,0,9,995,0,0,9,4,0,999,1,3,5,1,1,1,999998,0,6,2,0,2,2,0
248055,1,1,0,9,125,0,0,39,17,0,999,11,1,3,1,1,0,1700,2,1,2,0,2,1,38
248056,1,1,0,9,5,0,0,38,19,0,999,6,1,4,1,1,0,2400,2,6,2,0,2,2,52
248057,1,2,0,9,995,0,0,77,33,0,999,2,3,2,2,1,0,0,1,5,2,0,1,1,0
248058,1,1,0,9,995,0,0,9,4,0,999,1,3,5,1,1,0,999998,0,6,2,1,2,2,0
248059,1,1,0,9,75,0,0,35,39,0,999,2,1,6,1,1,0,0,2,1,3,0,1,2,52
248060,1,1,0,9,11,0,0,61,18,0,999,2,1,3,1,1,0,360,2,1,3,0,1,1,52
248061,1,2,0,9,995,0,0,16,29,0,999,6,3,5,2,1,0,0,1,6,2,0,2,1,0
248062,1,1,0,9,130,0,0,28,4,0,999,2,3,8,1,1,0,700,1,6,2,0,2,1,52
248063,1,2,0,9,995,0,0,87,49,0,999,2,3,6,1,1,0,0,1,5,1,0,1,2,0
248064,1,1,0,9,40,0,0,16,29,0,999,2,1,4,1,6,0,0,2,6,9,0,0,1,14
248065,1,1,0,9,995,0,0,4,48,0,999,0,3,5,1,1,0,999998,0,6,9,0,2,1,0
248066,1,2,0,9,995,0,0,57,410,1,999,4,3,2,1,1,0,0,1,1,2,0,1,2,0
248067,1,1,0,9,5,0,0,27,53,0,999,2,1,5,1,1,0,40,2,1,2,0,2,1,29
248068,3,2,0,9,995,0,0,5,4,0,999,0,3,3,2,1,0,999998,0,6,9,0,1,1,0
248069,1,2,0,9,995,0,0,11,4,0,999,1,3,13,1,1,1,999998,0,6,3,0,2,2,0
248070,1,1,0,9,995,0,0,50,48,0,999,2,3,9,1,1,0,0,1,1,3,0,2,1,0
248071,1,1,0,9,5,0,0,30,4,0,999,6,1,4,1,1,0,0,2,1,1,0,1,1,26
248072,1,1,0,9,995,0,0,0,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,2,0
248073,1,1,0,9,998,0,0,54,31,0,520,2,1,1,1,1,0,0,2,2,2,0,2,2,13
248074,1,1,0,9,125,0,0,24,22,0,999,5,1,2,1,1,0,1020,2,4,9,0,1,2,52
248075,1,1,0,0,1,0,0,38,18,0,999,1,1,3,1,1,0,525,2,1,1,0,1,1,52
248076,1,1,0,9,1,0,0,30,48,0,999,5,3,9,2,1,0,2800,1,6,2,0,2,1,24
248077,1,2,0,9,995,0,0,21,4,0,999,0,3,3,1,1,1,0,1,1,2,0,2,1,0
248078,1,2,0,9,995,0,0,27,200,2,999,5,3,4,1,1,1,0,1,1,3,0,2,1,0
248079,1,2,0,9,995,0,0,36,5,0,999,2,3,5,2,1,0,0,1,1,2,0,1,1,0
248080,1,1,0,9,128,0,0,42,200,2,999,2,1,4,1,1,1,135,2,1,2,0,1,1,24
248081,3,1,0,9,11,0,0,42,4,0,999,2,1,5,2,1,0,130,2,2,2,0,1,1,14
248082,1,2,24,9,995,0,0,46,4,0,999,2,3,2,1,1,0,0,1,1,3,1,2,1,0
248083,1,2,0,2,995,0,0,73,18,0,999,9,3,3,1,1,0,0,1,6,1,0,1,1,0
248084,1,1,0,9,75,0,0,33,4,0,999,2,1,4,1,1,0,5000,2,1,2,0,1,1,52
248085,1,2,0,9,995,0,0,16,4,0,999,4,3,7,1,1,0,0,1,6,2,0,2,1,0
248086,1,1,0,9,91,0,0,49,29,0,999,2,1,1,1,1,0,918,2,5,3,0,1,1,52
248087,1,2,0,9,995,0,0,12,4,0,999,2,3,8,2,1,0,999998,0,6,9,0,1,1,0
248088,1,1,0,9,995,0,0,6,4,0,999,1,3,6,1,1,1,999998,0,6,2,0,2,1,0
248089,1,2,0,4,118,0,0,34,200,3,999,1,1,3,1,1,1,200,2,6,2,0,1,1,30
248090,1,2,0,9,995,0,0,19,4,0,999,2,3,14,1,1,1,0,1,1,9,0,2,2,0
248091,1,1,0,9,118,0,0,32,27,0,8,9,2,2,1,1,0,999998,2,1,3,0,2,2,0
248092,1,2,0,9,121,0,0,32,29,0,999,2,1,3,1,1,0,999998,2,1,3,0,2,1,0
248093,1,1,0,9,1,0,0,59,38,0,999,1,1,2,2,1,0,0,2,1,1,0,1,1,52
248094,1,1,0,9,124,0,0,30,35,0,999,6,1,3,1,1,0,225,2,1,3,0,2,2,16
248095,1,1,0,9,91,0,0,56,411,2,999,2,1,7,1,1,0,1575,2,1,2,0,2,1,52
248096,1,1,0,9,11,0,0,58,19,0,999,8,1,2,1,1,0,0,2,1,1,0,2,2,52
248097,3,2,18,9,995,0,0,26,4,0,999,0,3,10,2,1,0,0,1,4,1,1,1,1,0
248098,1,2,0,9,995,0,0,46,6,0,999,1,3,4,2,1,1,0,1,1,3,4,2,1,0
248099,1,1,0,9,995,0,0,2,4,0,999,0,3,6,1,1,1,999998,0,6,9,0,2,2,0
248100,1,2,0,9,109,0,0,45,29,0,999,6,1,2,1,1,0,1409,2,1,3,0,1,2,52
248101,1,1,0,9,58,12,9,30,410,3,999,1,1,2,1,1,0,1560,2,1,3,5,2,2,51
248102,1,2,0,9,995,0,0,43,29,0,999,6,3,3,1,1,0,0,1,1,2,0,2,2,0
248103,1,1,0,9,124,0,0,40,42,0,999,7,1,2,1,1,0,0,2,1,3,0,2,1,36
248104,1,2,0,9,995,0,0,49,9,0,999,2,3,5,2,1,0,0,1,1,2,0,1,1,0
248105,1,1,0,9,12,0,0,31,4,0,999,10,2,3,1,1,0,1000,2,1,2,0,2,1,39
248106,1,1,0,9,100,0,0,39,300,4,104,2,1,5,1,1,4,620,2,1,2,0,2,2,52
248107,1,1,0,9,995,0,0,9,4,0,999,1,3,8,1,1,1,999998,0,6,1,0,1,2,0
248108,2,1,0,6,129,0,0,40,42,0,999,1,1,4,1,1,0,343,2,1,1,0,2,1,52
248109,1,1,0,9,995,0,0,67,20,0,999,2,3,5,1,1,0,0,1,1,1,0,1,2,0
248110,1,1,0,9,999,0,0,59,40,0,999,99,3,1,1,1,0,0,1,2,2,0,2,2,13
248111,1,2,0,9,995,0,0,37,48,0,999,2,3,5,1,1,0,0,1,1,1,0,2,1,0
248112,1,2,0,9,995,0,0,13,4,0,999,6,3,3,1,1,1,999998,0,6,2,2,1,1,0
248113,3,1,0,9,995,0,0,13,4,0,999,0,3,7,2,1,0,999998,0,6,2,0,1,1,0
248114,1,2,0,9,121,0,0,43,46,0,999,99,1,2,1,1,0,0,2,1,2,0,1,1,52
248115,3,2,0,9,995,0,0,15,4,0,999,2,3,5,1,1,0,0,1,6,2,0,1,1,0
248116,1,2,0,9,995,0,0,1,4,0,999,0,3,5,1,1,0,999998,0,6,9,0,2,2,0
248117,1,1,0,9,32,0,0,65,10,0,999,1,1,1,1,1,0,900,2,4,3,0,2,1,0
248118,1,2,0,9,995,0,0,5,4,0,999,0,3,8,2,1,0,999998,0,6,1,0,1,1,0
248119,1,1,0,9,995,0,0,25,4,0,999,6,3,4,1,1,0,360,1,6,2,0,1,1,16
248120,1,1,0,9,995,0,0,12,4,0,999,2,3,7,1,1,1,0,0,6,2,0,1,1,0
248121,1,1,0,9,995,0,0,0,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,2,0
248122,1,2,0,9,995,0,0,43,42,0,999,2,3,2,1,1,0,0,1,1,3,0,2,1,0
248123,1,2,0,9,995,0,0,65,21,0,999,2,3,2,1,1,0,0,1,1,2,0,1,2,0
248124,1,2,0,9,995,0,0,60,20,0,999,2,3,3,1,1,0,0,1,1,2,0,1,1,0
248125,1,1,0,9,995,0,0,3,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,2,1,0
248126,1,1,0,9,995,0,0,16,4,0,999,3,3,8,2,1,0,0,1,6,1,0,1,1,0
248127,1,2,0,9,995,0,0,28,410,2,999,8,3,2,1,1,0,0,1,1,4,0,2,2,2
248128,1,2,0,9,995,0,0,36,40,0,999,3,3,4,1,1,0,0,1,1,2,0,1,2,0
248129,1,1,0,9,11,0,0,80,17,0,999,6,1,2,2,1,0,45,2,6,1,0,1,1,16
248130,1,1,0,9,130,0,0,47,18,0,999,2,1,2,1,1,0,1100,2,6,9,0,2,1,52
248131,3,2,0,9,995,0,0,5,4,0,999,0,3,6,2,1,0,999998,0,6,2,0,1,1,0
248132,1,2,0,9,995,0,0,11,4,0,999,1,3,5,1,1,0,999998,0,6,2,0,2,2,0
248133,1,1,0,2,1,0,0,34,200,2,999,3,3,1,1,6,1,999998,1,2,2,0,0,2,0
248134,1,1,0,9,995,0,0,13,35,0,999,2,3,10,1,1,0,999998,0,6,2,0,2,1,0
248135,1,1,0,9,995,0,0,54,5,0,999,2,3,1,1,1,0,0,1,2,3,0,1,2,0
248136,3,2,0,9,995,0,0,24,4,0,999,2,3,3,1,1,0,0,1,1,2,0,1,1,0
248137,1,1,0,9,1,0,0,23,48,0,999,3,1,4,1,1,0,0,2,6,3,0,2,1,8
248138,3,1,0,9,995,0,0,12,4,0,999,1,3,7,1,1,0,999998,0,6,2,0,1,1,0
248139,3,1,0,9,1,0,0,45,4,0,999,0,1,7,2,1,0,180,2,1,2,0,1,1,26
248140,1,2,0,9,995,0,0,39,4,0,999,3,3,3,1,1,0,0,1,1,3,0,1,1,0
248141,1,1,0,9,11,0,0,40,39,0,999,10,1,4,1,1,0,182,2,5,2,0,1,2,9
248142,1,1,0,9,995,0,0,6,4,0,999,0,3,7,1,1,1,999998,0,6,1,0,1,1,0
248143,1,2,0,9,995,0,0,2,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,1,0
248144,1,1,0,9,87,0,0,30,6,0,999,6,1,7,1,1,0,0,2,1,1,0,2,2,52
248145,1,1,0,9,995,0,0,5,4,0,999,0,3,4,1,1,1,999998,0,6,9,0,2,2,0
248146,1,2,0,9,995,0,0,2,4,0,999,0,3,1,2,1,0,999998,0,6,9,0,2,1,0
248147,1,1,0,9,995,0,0,3,23,0,999,0,3,3,1,1,0,999998,0,6,9,0,1,1,0
248148,3,1,0,9,995,0,0,1,4,0,999,0,3,6,2,1,1,999998,0,6,9,0,2,1,0
248149,1,1,0,9,1,0,0,26,4,0,999,3,1,3,1,1,0,180,2,1,2,0,1,2,26
248150,1,2,0,9,995,0,0,17,40,0,999,4,3,3,2,1,0,0,1,6,2,0,1,1,0
248151,1,2,0,9,995,0,0,5,6,0,999,0,3,5,1,1,0,999998,0,6,2,0,2,1,0
